RT @bhaskarhindu: माननीय प्रधानमंत्री श्री @narendramodi  जी की इच्छानुसार कोरोना योद्धाओं के समर्थन व उत्साहवर्धन हेतु अपने घर को दीपक व…,0,माननीय प्रधानमंत्री श्री जी इच्छानुसार कोरोना योद्धाओं समर्थन उत्साहवर्धन हेतु दीपक,माननीय प्रधानमंत्री श्री जी इच्छानुसार कोरोना योद्धाओं समर्थन उत्साहवर्धन हेतु दीपक,INFORMATIVE
"RT @SmRiTi_sMit: पुलिस को पीटने, डॉक्टरों पर पत्थर मारने वाले और आम जनता पर थूकने वाले लोगों का सरकारी खर्च से इलाज क्यों?उनको दण्ड दे सर…",-1,पुलिस पीटने डॉक्टरों पत्थर मारने आम जनता थूकने लोगों सरकारी खर्च इलाज क्यों दण्ड दे सर,पुलिस पीटने डॉक्टरों पत्थर मारने आम जनता थूकने लोगों सरकारी खर्च इलाज क्यों दण्ड दे सर,UNINFORMATIVE
RT @kishankumar0791: 20 लाख रुपए खर्च कर 03 -15 अप्रैल के बीच पंद्रह हजार सवर्ण परिवारों में राशन व कोरोना से बचाव हेतु राहत सामग्री बांटा…,1,लाख रुपए खर्च अप्रैल बीच पंद्रह हजार सवर्ण परिवारों राशन कोरोना बचाव हेतु राहत सामग्री बांटा,लाख रुपए खर्च अप्रैल बीच पंद्रह हजार सवर्ण परिवारों राशन कोरोना बचाव हेतु राहत सामग्री बांटा,INFORMATIVE
RT @Dr_Uditraj: कोरोना के बाप पहले से भारत में रात - दिन लगे रहते हैं ।कोरोना देश को जितना ये बर्बाद करने की ताक़त रखते हैं तुम क्या चीज़…,-1,कोरोना बाप भारत रात दिन लगे रहते कोरोना देश बर्बाद ताक़त रखते तुम क्या चीज़,कोरोना बाप भारत रात दिन लगे रहते कोरोना देश बर्बाद ताक़त रखते तुम क्या चीज़,UNINFORMATIVE
"मरकज़ में कोरोना से संक्रमित हुए जाहिल लोग..और फिर इलाज कर रही डॉक्टर बहनो से अश्लील हरकतें कर रहे है,थू है ऐसे जा… https://t.co/tZ6Qeq52q2",-1,मरकज़ कोरोना संक्रमित जाहिल लोग इलाज रही डॉक्टर बहनो अश्लील हरकतें थू,मरकज़ कोरोना संक्रमित जाहिल लोग इलाज रही डॉक्टर बहनो अश्लील हरकतें थू,INFORMATIVE
"RT @BJP4Bihar: कोरोना को हराने और मानवता को बचाने के लिए धर्म, संप्रदाय, जाति आदि से ऊपर उठ कर, आदरणीय प्रधानमन्त्री जी के आह्वान को सफल ब…",1,कोरोना हराने मानवता बचाने धर्म संप्रदाय जाति ऊपर उठ आदरणीय प्रधानमन्त्री जी आह्वान सफल ब,कोरोना हराने मानवता बचाने धर्म संप्रदाय जाति ऊपर उठ आदरणीय प्रधानमन्त्री जी आह्वान सफल ब,INFORMATIVE
"RT @News18India: #AarPaar शोएब जामई बोले- क्या कोरोना होना अपराध है, अगर 35% मामले तब्लीग के हैं तो जो बाकी 65% दूसरे मामले हैं क्या वे अप…",-1,AarPaar शोएब जामई बोले क्या कोरोना अपराध अगर मामले तब्लीग बाकी मामले क्या अप,AarPaar शोएब जामई बोले क्या कोरोना अपराध अगर मामले तब्लीग बाकी मामले क्या अप,INFORMATIVE
RT @AlokTiwari9335: जलता हुआ दीपक नई उमंग को जगाता है।जीवन के अंधेरों को दूर कर जाता है। खुद को जलाकर वो तो राख बन जाता है।चारों दिशाओं…,1,जलता दीपक नई उमंग जगाता जीवन अंधेरों दूर जाता खुद जलाकर वो राख बन जाता चारों दिशाओं,जलता दीपक नई उमंग जगाता जीवन अंधेरों दूर जाता खुद जलाकर वो राख बन जाता चारों दिशाओं,INFORMATIVE
*कोरोना भी भारत मे आकर समझ नही पा रहा है की मै वायरस हूँ। या त्योहार🤔,0,कोरोना भारत आकर समझ नही पा मै वायरस हूँ त्योहार🤔,कोरोना भारत आकर समझ नही पा मै वायरस हूँ त्योहार,UNINFORMATIVE
RT @vinodkapri: मुझे लगता है कोरोना भारत से जल्द ही भाग जाएगा।उसे भी अब तक समझ आ गया होगा कि भई यहाँ तो मुझ से भी ख़तरनाक वायरस हैं।,1,मुझे लगता कोरोना भारत जल्द भाग जाएगा अब समझ आ होगा भई मुझ ख़तरनाक वायरस,मुझे लगता कोरोना भारत जल्द भाग जाएगा अब समझ आ होगा भई मुझ ख़तरनाक वायरस,UNINFORMATIVE
"RT @ashk_sunita: ‘पैगंबर का इत्र’ नाक से सटा मौलवी ने किया कोरोना का ईलाज, 2 दिन के बाद मरीज और उसके 2 दोस्तों की मौत 😆😆#coronavirus #Pro…",-1,‘पैगंबर इत्र’ नाक सटा मौलवी कोरोना ईलाज दिन मरीज दोस्तों मौत 😆😆 coronavirus Pro,‘पैगंबर इत्र’ नाक सटा मौलवी कोरोना ईलाज दिन मरीज दोस्तों मौत  coronavirus Pro,UNINFORMATIVE
हिंदोस्तान में विश्वव्यापी #कोरोना_वायरस का उपचार सिर्फ डाक्टर ही थोडे न करते हैं #पुलिस भी तो करती है इसलिए अगर… https://t.co/PV7zkq13Bp,1,हिंदोस्तान विश्वव्यापी कोरोना वायरस उपचार सिर्फ डाक्टर थोडे पुलिस करती इसलिए अगर,हिंदोस्तान विश्वव्यापी कोरोना वायरस उपचार सिर्फ डाक्टर थोडे पुलिस करती इसलिए अगर,INFORMATIVE
"RT @ZeeNews: पूरा सरकारी तंत्र मरकज के लोगों को खोजने में जुटा है, क्या वो खुद बाहर नहीं आ सकते?कोरोना पर आपके सवाल, ZEE NEWS के जवाब LIV…",0,सरकारी तंत्र मरकज लोगों खोजने जुटा क्या वो खुद बाहर आ कोरोना आपके सवाल ZEE NEWS जवाब LIV,सरकारी तंत्र मरकज लोगों खोजने जुटा क्या वो खुद बाहर आ कोरोना आपके सवाल ZEE NEWS जवाब LIV,INFORMATIVE
"RT @khalidsalmani1: कोरोना ने BJP ज्वाइन कर ली है, उसने BJP MLA को छूट भी दे दी कि मशाल जुलूस निकालो, हम तुम्हारे जुलूस में नहीं फैलेंगे।h…",-1,कोरोना BJP ज्वाइन ली उसने BJP MLA छूट दे दी मशाल जुलूस निकालो हम तुम्हारे जुलूस फैलेंगे h,कोरोना BJP ज्वाइन ली उसने BJP MLA छूट दे दी मशाल जुलूस निकालो हम तुम्हारे जुलूस फैलेंगे h,UNINFORMATIVE
RT @imArunoday: Go कोरोना Go कोरोना😂वाह रे जाहिलों धन्य हो😏 https://t.co/s9KhAOq1I9,-1,Go कोरोना Go कोरोना😂वाह रे जाहिलों धन्य हो😏,Go कोरोना Go कोरोनावाह रे जाहिलों धन्य हो,UNINFORMATIVE
"RT @Troll_Modi: सबको अपनी-अपनी पड़ी है। कोई उस इंसान की भी सोचो जो हर दूसरे दिन जहाज में बैठता था, विदेशों में झप्पी बाँटता था, भीड़ जिसके…",0,सबको पड़ी इंसान सोचो हर दिन जहाज बैठता विदेशों झप्पी बाँटता भीड़ जिसके,सबको पड़ी इंसान सोचो हर दिन जहाज बैठता विदेशों झप्पी बाँटता भीड़ जिसके,UNINFORMATIVE
स्पेन से एक अच्छी ख़बर है। लगातार तीसरे दिन कोरोना वायरस संक्रमण के नए मामले मिलने में कमी आयी है। प्रतिदिन होने वा…,1,स्पेन अच्छी ख़बर लगातार तीसरे दिन कोरोना वायरस संक्रमण नए मामले मिलने कमी आयी प्रतिदिन वा,स्पेन अच्छी ख़बर लगातार तीसरे दिन कोरोना वायरस संक्रमण नए मामले मिलने कमी आयी प्रतिदिन वा,INFORMATIVE
"RT @AnitaSi67735735: जो लोग ज्ञान बांट रहे हैं कि दीपक जलाने से कोरोना नहीं भागता है ...क्या वे ये बताएंगे कि मोमबत्ती जलाने से "" बलात्का…",-1,लोग ज्ञान बांट दीपक जलाने कोरोना भागता क्या बताएंगे मोमबत्ती जलाने बलात्का,लोग ज्ञान बांट दीपक जलाने कोरोना भागता क्या बताएंगे मोमबत्ती जलाने बलात्का,INFORMATIVE
RT @INCIndia: कोरोना से लड़ाई में केंद्र के साथ राज्य सरकारों की भी महत्वपूर्ण भूमिका है। परंतु अधिकतर राज्य सरकारों के पास संसाधनों का अभा…,0,कोरोना लड़ाई केंद्र राज्य सरकारों महत्वपूर्ण भूमिका परंतु अधिकतर राज्य सरकारों पास संसाधनों अभा,कोरोना लड़ाई केंद्र राज्य सरकारों महत्वपूर्ण भूमिका परंतु अधिकतर राज्य सरकारों पास संसाधनों अभा,INFORMATIVE
@KhanAmanatullah कल तक पुरानी दिल्ली जामा मस्जिद के गेट no4 से गाड़ियों के टायर चुरा कर मीना बाज़ार और कबाड़ी मार्… https://t.co/fEH3tzzmXN,-1,कल पुरानी दिल्ली जामा मस्जिद गेट गाड़ियों टायर चुरा मीना बाज़ार कबाड़ी मार्,कल पुरानी दिल्ली जामा मस्जिद गेट गाड़ियों टायर चुरा मीना बाज़ार कबाड़ी मार्,UNINFORMATIVE
भक्तों अगले आदेश के लिए तैयार हो जाओ👇12 अप्रैल को दोपहर 2 बजे हवा मे चाकू चलाना है जिससे कोरोना के हाथ पैर कट जाये…,-1,भक्तों अगले आदेश तैयार जाओ👇 अप्रैल दोपहर बजे हवा चाकू चलाना जिससे कोरोना हाथ पैर कट जाये,भक्तों अगले आदेश तैयार जाओ अप्रैल दोपहर बजे हवा चाकू चलाना जिससे कोरोना हाथ पैर कट जाये,INFORMATIVE
"RT @SadhviHindu: जमात, इस्लाम ,कुरान , अल्लाह क्या है ?और कोरोना से इसका संबंध क्या है ?",-1,जमात इस्लाम कुरान अल्लाह क्या कोरोना संबंध क्या,जमात इस्लाम कुरान अल्लाह क्या कोरोना संबंध क्या,UNINFORMATIVE
RT @AnilBhakarR: जो मोदी जी ने कहा हमें वो कर दिखलाना हैं ...अपने अपने घरों के अंदर दिप जलाना हैं @narendramodi @PMOIndia जी #हम_दीए_जलाएं…,1,मोदी जी हमें वो दिखलाना घरों दिप जलाना जी हम दीए जलाएं,मोदी जी हमें वो दिखलाना घरों दिप जलाना जी हम दीए जलाएं,INFORMATIVE
"RT @ajinkyarahane88: यह वक्त है हमारी एकता दिखाने का,कोरोना के खिलाफ हमारा साहस दिखाने का. कल रात, ९ बजे ९ मिनट हमारे देश के नाम! 🇮🇳 हम…",1,वक्त हमारी एकता दिखाने कोरोना खिलाफ हमारा साहस दिखाने कल रात ९ बजे ९ मिनट हमारे देश नाम 🇮🇳 हम,वक्त हमारी एकता दिखाने कोरोना खिलाफ हमारा साहस दिखाने कल रात ९ बजे ९ मिनट हमारे देश नाम  हम,INFORMATIVE
"गीता फोगाट, मनु भाकर समेत कई दिग्गजों की अपील, कोहली बोले- रात 9 बजे 9 मिनट दीपक जलाकर दुनिया को हमारी एकता दिखाएं… https://t.co/9yZAPcpOS2",1,गीता फोगाट मनु भाकर समेत दिग्गजों अपील कोहली बोले रात बजे मिनट दीपक जलाकर दुनिया हमारी एकता दिखाएं,गीता फोगाट मनु भाकर समेत दिग्गजों अपील कोहली बोले रात बजे मिनट दीपक जलाकर दुनिया हमारी एकता दिखाएं,UNINFORMATIVE
"@HMOIndia कृपा करके हॉस्पिटल, क्लीनिक, मेडिकल और पॅथॉलॉजि लॅब छोडके पुरा lockdown करवा डिजीए, लोक बहार आना आगर बंद… https://t.co/44TCpPtkBi",0,कृपा करके हॉस्पिटल क्लीनिक मेडिकल पॅथॉलॉजि लॅब छोडके पुरा lockdown करवा डिजीए लोक बहार आना आगर बंद,कृपा करके हॉस्पिटल क्लीनिक मेडिकल पॅथॉलॉजि लॅब छोडके पुरा lockdown करवा डिजीए लोक बहार आना आगर बंद,INFORMATIVE
@Payal_Rohatgi सुना है कोरोना आवाज सुनकर भाग जाए ।,0,सुना कोरोना आवाज सुनकर भाग जाए,सुना कोरोना आवाज सुनकर भाग जाए,INFORMATIVE
एक छोटा सा दीपक भी घोर अंधकार में मार्ग प्रशस्त करने की ताकत रखता है। राष्ट्रहित के इस महायज्ञ में मेरी ओर से भी एक… https://t.co/auzp3LUEZO,1,छोटा सा दीपक घोर अंधकार मार्ग प्रशस्त ताकत रखता राष्ट्रहित महायज्ञ मेरी ओर,छोटा सा दीपक घोर अंधकार मार्ग प्रशस्त ताकत रखता राष्ट्रहित महायज्ञ मेरी ओर,INFORMATIVE
RT @mky19: गुनाह #पासपोर्ट वाले का था😡 परन्तुदरबदर #राशनकार्ड वाले हो गए😓#कोरोना_वायरस@narendramodi नोट कर लो@ajitanjum @sakshijoshi…,-1,गुनाह पासपोर्ट था😡 परन्तुदरबदर राशनकार्ड गए😓 कोरोना वायरस नोट लो,गुनाह पासपोर्ट था परन्तुदरबदर राशनकार्ड गए कोरोना वायरस नोट लो,UNINFORMATIVE
"RT @Sirshamsher: कोरोना की रफ़्तारJanuary 19: 100 casesJanuary 24: 1,000 casesJanuary 31: 10,000 casesMarch 6:    100,000 casesMarch 1…",-1,कोरोना रफ़्तारJanuary casesJanuary casesJanuary casesMarch casesMarch,कोरोना रफ़्तारJanuary casesJanuary casesJanuary casesMarch casesMarch,UNINFORMATIVE
"RT @vinodsharma1834: भारत में मुसलमानों के प्रति बढ़ती घृणा किसी के कहने पर नहीं बढ़ रही .. बल्कि उनके अपने आचरण से बढ़ रही है,जो लोग…",-1,भारत मुसलमानों प्रति बढ़ती घृणा कहने बढ़ रही बल्कि आचरण बढ़ रही लोग,भारत मुसलमानों प्रति बढ़ती घृणा कहने बढ़ रही बल्कि आचरण बढ़ रही लोग,UNINFORMATIVE
कोरोना से लड़ाई नही युद्ध है और हर युद्ध भारत ने जीते हैं। जय हिंद,1,कोरोना लड़ाई नही युद्ध हर युद्ध भारत जीते जय हिंद,कोरोना लड़ाई नही युद्ध हर युद्ध भारत जीते जय हिंद,UNINFORMATIVE
RT @MdShahajada20: @DChaurasia2312 ITCell और सरकार की खुराक पर सब #Markaj के पीछे छोड़ दिए गए हैं।किसी में साहस अब भी नहीं है कि पूछे : मरक…,0,ITCell सरकार खुराक सब Markaj पीछे छोड़ दिए गए साहस अब पूछे मरक,ITCell सरकार खुराक सब Markaj पीछे छोड़ दिए गए साहस अब पूछे मरक,UNINFORMATIVE
RT @BadaChetan: आपके अनुसार जो लोग डॉक्टर और पुलिस और कोरोना जांच टीम पर पत्थर फेक रहे है उनके खिलाफ कोनसी कार्यवाही करे ?,0,आपके अनुसार लोग डॉक्टर पुलिस कोरोना जांच टीम पत्थर फेक खिलाफ कोनसी कार्यवाही करे,आपके अनुसार लोग डॉक्टर पुलिस कोरोना जांच टीम पत्थर फेक खिलाफ कोनसी कार्यवाही करे,INFORMATIVE
RT @ShakilK05283285: मीडिया के बार रूम में दलालों के एक पैनल ने कोरोना को झूम आउट करके देखा है वाइरस का नुनु कटा हुआ था 😜😂 दलाल मीडिया #इ…,-1,मीडिया बार रूम दलालों पैनल कोरोना झूम आउट करके देखा वाइरस नुनु कटा 😜😂 दलाल मीडिया इ,मीडिया बार रूम दलालों पैनल कोरोना झूम आउट करके देखा वाइरस नुनु कटा  दलाल मीडिया इ,INFORMATIVE
हो सकता है भविष्य में कोरोना का इलाज मिल जाये वैक्सीन बन जाये पर इस वायरस का इलाज 1400 सालों से आजतक नही मिला है और… https://t.co/taG6UQkj4s,1,भविष्य कोरोना इलाज मिल जाये वैक्सीन बन जाये वायरस इलाज सालों आजतक नही मिला,भविष्य कोरोना इलाज मिल जाये वैक्सीन बन जाये वायरस इलाज सालों आजतक नही मिला,INFORMATIVE
"RT @Gubyad_Snehal: एक तरफ जहां पूरा देश कोरोना वायरस संकट से लडने में जुटा है, वहीं दूसरी तरफ तबलीगी जमात के कुछ सदस्य अपनी बेहूदगी से बाज…",-1,तरफ जहां देश कोरोना वायरस संकट लडने जुटा दूसरी तरफ तबलीगी जमात सदस्य बेहूदगी बाज,तरफ जहां देश कोरोना वायरस संकट लडने जुटा दूसरी तरफ तबलीगी जमात सदस्य बेहूदगी बाज,INFORMATIVE
"RT @RishabhBhartiy3: ये क्रांतिकारियों की वजह से आज भारत कोरोना मुक्त हो गया है, 😂 😂 @sewdavishal09 @DeanOfJio1 @deleted_modiji @BramhRaksh…",0,क्रांतिकारियों वजह आज भारत कोरोना मुक्त 😂 😂,क्रांतिकारियों वजह आज भारत कोरोना मुक्त,INFORMATIVE
"RT @bhartiya1985: कुछ चू.ये गाहे-बगाहे ज्ञान पेलते है कि देश हिन्दू-मुस्लिम सबका है,हिन्दू-मुस्लिम भाई है,देश के निर्माण में मुस्लिम भी बरा…",1,चू गाहे बगाहे ज्ञान पेलते देश हिन्दू मुस्लिम सबका हिन्दू मुस्लिम भाई देश निर्माण मुस्लिम बरा,चू गाहे बगाहे ज्ञान पेलते देश हिन्दू मुस्लिम सबका हिन्दू मुस्लिम भाई देश निर्माण मुस्लिम बरा,UNINFORMATIVE
अर्थ~ 'कोरोना' से कौन नहीं रोता है? यह श्वास-प्रश्वास को रोकने वाला है। संसार में मानवों का रोना न हो। हे विनायक वि…,0,अर्थ कोरोना रोता श्वास प्रश्वास रोकने वाला संसार मानवों रोना हे विनायक वि,अर्थ कोरोना रोता श्वास प्रश्वास रोकने वाला संसार मानवों रोना हे विनायक वि,UNINFORMATIVE
RT @BJP4Delhi: हम मोदी जी के नेतृत्व में सफलतापूर्वक पार्टी को भी आगे बढ़ाएं और पार्टी के साथ-साथ समाज के प्रति समर्पण भाव से कोरोना से लड़…,1,हम मोदी जी नेतृत्व सफलतापूर्वक पार्टी आगे बढ़ाएं पार्टी समाज प्रति समर्पण भाव कोरोना लड़,हम मोदी जी नेतृत्व सफलतापूर्वक पार्टी आगे बढ़ाएं पार्टी समाज प्रति समर्पण भाव कोरोना लड़,INFORMATIVE
"RT @patel_miral24: मै आज कहना चाहती  हु की÷ कोरोना खत्म होने के बाद  नमक TATA का, सिम JIO का, समान पतंजलि का, गाड़ी महिन्द्रा  और मूवी अक्…",0,मै आज कहना चाहती हु की÷ कोरोना खत्म नमक TATA सिम JIO समान पतंजलि गाड़ी महिन्द्रा मूवी अक्,मै आज कहना चाहती हु की÷ कोरोना खत्म नमक TATA सिम JIO समान पतंजलि गाड़ी महिन्द्रा मूवी अक्,UNINFORMATIVE
RT @SaraPau28699223: @shaktikarmakar6 नहीं भाई हमने तो कोरोना दिवाली मनाई। और गर्व महसूस हुआ कि मोदीजी हमारे देश के प्रधानमंत्री हैं।🇮🇳🙏🇮🇳,0,भाई हमने कोरोना दिवाली मनाई गर्व महसूस मोदीजी हमारे देश प्रधानमंत्री 🇮🇳🙏🇮🇳,भाई हमने कोरोना दिवाली मनाई गर्व महसूस मोदीजी हमारे देश प्रधानमंत्री,UNINFORMATIVE
हमारे प्रधानमंत्री श्री @narendramodi जी कोरोना से लड़ने के लिए हम सब एक हैं....,1,हमारे प्रधानमंत्री श्री जी कोरोना लड़ने हम सब,हमारे प्रधानमंत्री श्री जी कोरोना लड़ने हम सब,INFORMATIVE
RT @PushpendraKuls4: बडी समस्या  तब फिर  खडी होगी जब सब ठीक हो चुका होगा और काम धन्धे  शुरु होंगे लेकिन काम करने वाले नही मिलेंगे ।सबको…,-1,बडी समस्या खडी होगी सब ठीक चुका होगा काम धन्धे शुरु होंगे काम नही मिलेंगे सबको,बडी समस्या खडी होगी सब ठीक चुका होगा काम धन्धे शुरु होंगे काम नही मिलेंगे सबको,INFORMATIVE
RT @abhinandan2525: खाली स्थान को पूर्ण कीजिए और Follow back पाइए🕯️🔔कोरोना से भी ज़्यादा खतरनाक __________ वायरस है!! #IslamicCoronaJehad,-1,खाली स्थान पूर्ण कीजिए Follow back पाइए🕯️🔔कोरोना ज़्यादा खतरनाक वायरस IslamicCoronaJehad,खाली स्थान पूर्ण कीजिए Follow back पाइए️कोरोना ज़्यादा खतरनाक वायरस IslamicCoronaJehad,INFORMATIVE
आयुष्मान भारत योजना में शामिल होगा कोरोना वायरस - देखें खबरें फटाफट I  via @YouTube,1,आयुष्मान भारत योजना शामिल होगा कोरोना वायरस देखें खबरें फटाफट I via,आयुष्मान भारत योजना शामिल होगा कोरोना वायरस देखें खबरें फटाफट I via,INFORMATIVE
RT @JagranNews: #जागरणजनमत क्या तब्लीगी जमात की गतिविधियों ने देश में कोरोना संकट को और बढ़ा दिया है? #coronavirusindia #Covid_19 #Tabligh…,-1,जागरणजनमत क्या तब्लीगी जमात गतिविधियों देश कोरोना संकट बढ़ा coronavirusindia Covid Tabligh,जागरणजनमत क्या तब्लीगी जमात गतिविधियों देश कोरोना संकट बढ़ा coronavirusindia Covid Tabligh,INFORMATIVE
"RT @tweetofkt: जिनको लगता है कि 9 मिनट लाइट बंद करने से ग्रिड फ़ेल हो जायगा... उनसे सिर्फ एक ही सवाल..!!कभी ""अर्थ आवर"" का नाम सुना है.? #…",0,जिनको लगता मिनट लाइट बंद ग्रिड फ़ेल जायगा उनसे सिर्फ सवाल कभी अर्थ आवर नाम सुना,जिनको लगता मिनट लाइट बंद ग्रिड फ़ेल जायगा उनसे सिर्फ सवाल कभी अर्थ आवर नाम सुना,UNINFORMATIVE
@sambitswaraj ज़रा सोचिए आपका सरकार कितना नपुंसक है !!!कोरोना की संख्या में वृद्धि या कमी सरकार के हाथों में था तब्लीगी के हाथों में नहीं .,-1,ज़रा सोचिए आपका सरकार नपुंसक कोरोना संख्या वृद्धि कमी सरकार हाथों तब्लीगी हाथों,ज़रा सोचिए आपका सरकार नपुंसक कोरोना संख्या वृद्धि कमी सरकार हाथों तब्लीगी हाथों,UNINFORMATIVE
RT @purohitAsh99: यह घटना मुरैना जिले की सबलगढ़ तहसील की है जहाँ हमारे इष्ट देव भगवन श्री परशुराम की मूर्ती को कुछ असामाजिक तत्वों ने खंडित…,-1,घटना मुरैना जिले सबलगढ़ तहसील हमारे इष्ट देव भगवन श्री परशुराम मूर्ती असामाजिक तत्वों खंडित,घटना मुरैना जिले सबलगढ़ तहसील हमारे इष्ट देव भगवन श्री परशुराम मूर्ती असामाजिक तत्वों खंडित,UNINFORMATIVE
